classId,name,downloadCount,websiteUrl
6,Fast Leaf Decay,122900661,https://www.curseforge.com/minecraft/mc-mods/fast-leaf-decay
6,Custom Main Menu,120301808,https://www.curseforge.com/minecraft/mc-mods/custom-main-menu
6,Thermal Expansion,125112257,https://www.curseforge.com/minecraft/mc-mods/thermal-expansion
6,Resource Loader,119060284,https://www.curseforge.com/minecraft/mc-mods/resource-loader
6,Baubles,116225251,https://www.curseforge.com/minecraft/mc-mods/baubles
6,Inventory Tweaks [1.12 only] ,123956810,https://www.curseforge.com/minecraft/mc-mods/inventory-tweaks
6,Chisels & Bits - For Forge,116301138,https://www.curseforge.com/minecraft/mc-mods/chisels-bits
6,FastWorkbench,111811238,https://www.curseforge.com/minecraft/mc-mods/fastworkbench
6,Cucumber Library,109963886,https://www.curseforge.com/minecraft/mc-mods/cucumber
6,Toast Control,110494723,https://www.curseforge.com/minecraft/mc-mods/toast-control
6,Comforts (Fabric/Forge/Quilt),110360574,https://www.curseforge.com/minecraft/mc-mods/comforts
6,Mekanism,109553123,https://www.curseforge.com/minecraft/mc-mods/mekanism
6,OpenBlocks Elevator,108619656,https://www.curseforge.com/minecraft/mc-mods/openblocks-elevator
6,Morpheus,111710917,https://www.curseforge.com/minecraft/mc-mods/morpheus
6,Cyclops Core,105201907,https://www.curseforge.com/minecraft/mc-mods/cyclops-core
6,Crafting Tweaks,103028263,https://www.curseforge.com/minecraft/mc-mods/crafting-tweaks
6,Xaero's Minimap,102464066,https://www.curseforge.com/minecraft/mc-mods/xaeros-minimap
6,Shadowfacts' Forgelin,115513164,https://www.curseforge.com/minecraft/mc-mods/shadowfacts-forgelin
6,Torchmaster,101318809,https://www.curseforge.com/minecraft/mc-mods/torchmaster
6,Default Options,100501801,https://www.curseforge.com/minecraft/mc-mods/default-options
6,Dark Utilities,108635577,https://www.curseforge.com/minecraft/mc-mods/dark-utilities
6,Cosmetic Armor Reworked,99084057,https://www.curseforge.com/minecraft/mc-mods/cosmetic-armor-reworked
6,Moonlight Lib,99335532,https://www.curseforge.com/minecraft/mc-mods/selene
6,Ender Storage 1.8.+,103240649,https://www.curseforge.com/minecraft/mc-mods/ender-storage-1-8
6,BdLib,108247238,https://www.curseforge.com/minecraft/mc-mods/bdlib
6,ReAuth,98166206,https://www.curseforge.com/minecraft/mc-mods/reauth
6,Fabric API,97976229,https://www.curseforge.com/minecraft/mc-mods/fabric-api
6,Industrial Foregoing,101536077,https://www.curseforge.com/minecraft/mc-mods/industrial-foregoing
6,Mystical Agriculture,97300981,https://www.curseforge.com/minecraft/mc-mods/mystical-agriculture
6,Extra Utilities,97723217,https://www.curseforge.com/minecraft/mc-mods/extra-utilities
6,FTB Quests (Forge),96141217,https://www.curseforge.com/minecraft/mc-mods/ftb-quests-forge
6,Carry On,97534620,https://www.curseforge.com/minecraft/mc-mods/carry-on
6,Citadel,95261151,https://www.curseforge.com/minecraft/mc-mods/citadel
6,Mekanism Generators,96041849,https://www.curseforge.com/minecraft/mc-mods/mekanism-generators
6,AttributeFix,104191740,https://www.curseforge.com/minecraft/mc-mods/attributefix
6,Collective,94110298,https://www.curseforge.com/minecraft/mc-mods/collective
6,Building Gadgets,92891081,https://www.curseforge.com/minecraft/mc-mods/building-gadgets
6,Neat,92131875,https://www.curseforge.com/minecraft/mc-mods/neat
6,MrCrayfish's Furniture Mod (Legacy),91985536,https://www.curseforge.com/minecraft/mc-mods/mrcrayfish-furniture-mod
6,CreativeCore,91878189,https://www.curseforge.com/minecraft/mc-mods/creativecore
6,ModTweaker,100689727,https://www.curseforge.com/minecraft/mc-mods/modtweaker
6,Refined Storage,102398900,https://www.curseforge.com/minecraft/mc-mods/refined-storage
6,Thermal Dynamics,95623338,https://www.curseforge.com/minecraft/mc-mods/thermal-dynamics
6,Pam's HarvestCraft,94070617,https://www.curseforge.com/minecraft/mc-mods/pams-harvestcraft
6,FTB Library (Forge),90593926,https://www.curseforge.com/minecraft/mc-mods/ftb-library-forge
6,Supplementaries,93442544,https://www.curseforge.com/minecraft/mc-mods/supplementaries
6,Blood Magic ,89572318,https://www.curseforge.com/minecraft/mc-mods/blood-magic
6,BetterFps,89148946,https://www.curseforge.com/minecraft/mc-mods/betterfps
6,Create,88393330,https://www.curseforge.com/minecraft/mc-mods/create
6,ForgeEndertech,90278082,https://www.curseforge.com/minecraft/mc-mods/forgeendertech
6,iChunUtil,89529618,https://www.curseforge.com/minecraft/mc-mods/ichunutil
6,Reborn Core,88229235,https://www.curseforge.com/minecraft/mc-mods/reborncore
6,Aquaculture 2,88015196,https://www.curseforge.com/minecraft/mc-mods/aquaculture
6,Polymorph (Fabric/Forge/Quilt),87406548,https://www.curseforge.com/minecraft/mc-mods/polymorph
6,BiblioCraft,94865738,https://www.curseforge.com/minecraft/mc-mods/bibliocraft
6,XNet,90329714,https://www.curseforge.com/minecraft/mc-mods/xnet
6,EnderCore,91283307,https://www.curseforge.com/minecraft/mc-mods/endercore
6,Ore Excavation,88507308,https://www.curseforge.com/minecraft/mc-mods/ore-excavation
6,Ender IO,86832751,https://www.curseforge.com/minecraft/mc-mods/ender-io
6,Foam​Fix,94343517,https://www.curseforge.com/minecraft/mc-mods/foamfix-optimization-mod
6,spark,85880302,https://www.curseforge.com/minecraft/mc-mods/spark
6,Hwyla,84965493,https://www.curseforge.com/minecraft/mc-mods/hwyla
6,Better Builder's Wands,87149811,https://www.curseforge.com/minecraft/mc-mods/better-builders-wands
6,Farmer's Delight,83780269,https://www.curseforge.com/minecraft/mc-mods/farmers-delight
6,Chameleon,90463457,https://www.curseforge.com/minecraft/mc-mods/chameleon
6,KleeSlabs,83677968,https://www.curseforge.com/minecraft/mc-mods/kleeslabs
6,NetherPortalFix,83040761,https://www.curseforge.com/minecraft/mc-mods/netherportalfix
6,FTB Library (Forge) (Legacy),88380017,https://www.curseforge.com/minecraft/mc-mods/ftb-library-legacy-forge
6,SwingThroughGrass,80634659,https://www.curseforge.com/minecraft/mc-mods/swingthroughgrass
6,Flux Networks,88248844,https://www.curseforge.com/minecraft/mc-mods/flux-networks
6,Jade 🔍,79165968,https://www.curseforge.com/minecraft/mc-mods/jade
6,MTLib,89335136,https://www.curseforge.com/minecraft/mc-mods/mtlib
6,FerriteCore ((Neo)Forge),81311459,https://www.curseforge.com/minecraft/mc-mods/ferritecore
6,The One Probe,80596912,https://www.curseforge.com/minecraft/mc-mods/the-one-probe
6,FTB Teams (Forge),79130758,https://www.curseforge.com/minecraft/mc-mods/ftb-teams-forge
6,FTB Utilities (Forge),84592257,https://www.curseforge.com/minecraft/mc-mods/ftb-utilities-forge
6,Xaero's World Map,77863458,https://www.curseforge.com/minecraft/mc-mods/xaeros-world-map
6,Macaw's Bridges,77568837,https://www.curseforge.com/minecraft/mc-mods/macaws-bridges
6,FastFurnace,80438872,https://www.curseforge.com/minecraft/mc-mods/fastfurnace
6,Sophisticated Backpacks,76185165,https://www.curseforge.com/minecraft/mc-mods/sophisticated-backpacks
6,Common Capabilities,76409713,https://www.curseforge.com/minecraft/mc-mods/common-capabilities
6,Konkrete [Forge/NeoForge],77179275,https://www.curseforge.com/minecraft/mc-mods/konkrete
6,Draconic Evolution,74557444,https://www.curseforge.com/minecraft/mc-mods/draconic-evolution
6,Brandon's Core,74941302,https://www.curseforge.com/minecraft/mc-mods/brandons-core
6,Integrated Dynamics,75032141,https://www.curseforge.com/minecraft/mc-mods/integrated-dynamics
6,Apotheosis,73826778,https://www.curseforge.com/minecraft/mc-mods/apotheosis
6,YUNG's API (Forge),78079038,https://www.curseforge.com/minecraft/mc-mods/yungs-api
6,Mystical Agradditions,74210850,https://www.curseforge.com/minecraft/mc-mods/mystical-agradditions
6,AI Improvements,76358523,https://www.curseforge.com/minecraft/mc-mods/ai-improvements
6,Akashic Tome,73238374,https://www.curseforge.com/minecraft/mc-mods/akashic-tome
6,Bad Wither No Cookie - Reloaded,77350717,https://www.curseforge.com/minecraft/mc-mods/bad-wither-no-cookie-reloaded
6,Mekanism Tools,73296267,https://www.curseforge.com/minecraft/mc-mods/mekanism-tools
6,RFTools,74454527,https://www.curseforge.com/minecraft/mc-mods/rftools
6,Item Filters,106695002,https://www.curseforge.com/minecraft/mc-mods/item-filters
6,Guide-API,74699741,https://www.curseforge.com/minecraft/mc-mods/guide-api
6,Farming for Blockheads,70963759,https://www.curseforge.com/minecraft/mc-mods/farming-for-blockheads
6,SuperMartijn642's Core Lib,71019215,https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-core-lib
6,Mob Grinding Utils,76037980,https://www.curseforge.com/minecraft/mc-mods/mob-grinding-utils
6,Ice and Fire: Dragons,69799111,https://www.curseforge.com/minecraft/mc-mods/ice-and-fire-dragons
6,ValkyrieLib,75811079,https://www.curseforge.com/minecraft/mc-mods/valkyrielib
6,ZeroCore 2,69354452,https://www.curseforge.com/minecraft/mc-mods/zerocore
6,Thermal Innovation,74253468,https://www.curseforge.com/minecraft/mc-mods/thermal-innovation
6,YUNG's Better Mineshafts (Forge),81894979,https://www.curseforge.com/minecraft/mc-mods/yungs-better-mineshafts-forge
6,RandomPatches (Forge),71756623,https://www.curseforge.com/minecraft/mc-mods/randompatches-forge
6,Entity Culling Fabric/Forge,68167006,https://www.curseforge.com/minecraft/mc-mods/entityculling
6,Cyclic,67819002,https://www.curseforge.com/minecraft/mc-mods/cyclic
6,Balm (Forge Edition),67531649,https://www.curseforge.com/minecraft/mc-mods/balm
6,Wawla - What Are We Looking At,71439676,https://www.curseforge.com/minecraft/mc-mods/wawla
6,Actually Additions,67261956,https://www.curseforge.com/minecraft/mc-mods/actually-additions
6,Redstone Flux,74901885,https://www.curseforge.com/minecraft/mc-mods/redstone-flux
6,Integrated Tunnels,67286655,https://www.curseforge.com/minecraft/mc-mods/integrated-tunnels
6,Reliquary Reincarnations,66340132,https://www.curseforge.com/minecraft/mc-mods/reliquary-reincarnations
6,FancyMenu,67723478,https://www.curseforge.com/minecraft/mc-mods/fancymenu
6,OpenBlocks,65875165,https://www.curseforge.com/minecraft/mc-mods/openblocks
6,Extreme Reactors,65398651,https://www.curseforge.com/minecraft/mc-mods/extreme-reactors
6,In Control!,66287399,https://www.curseforge.com/minecraft/mc-mods/in-control
6,Corail Tombstone,64674544,https://www.curseforge.com/minecraft/mc-mods/corail-tombstone
6,Mod Name Tooltip,66368332,https://www.curseforge.com/minecraft/mc-mods/mod-name-tooltip
6,Silent Lib (silentlib),64486224,https://www.curseforge.com/minecraft/mc-mods/silent-lib
6,LLibrary,69442824,https://www.curseforge.com/minecraft/mc-mods/llibrary
6,RFTools Control,67124697,https://www.curseforge.com/minecraft/mc-mods/rftools-control
6,AppleCore,64769302,https://www.curseforge.com/minecraft/mc-mods/applecore
6,Puzzles Lib [Forge & Fabric],64091649,https://www.curseforge.com/minecraft/mc-mods/puzzles-lib
6,Aroma1997Core,65869722,https://www.curseforge.com/minecraft/mc-mods/aroma1997core
6,Refined Storage Addons,71454765,https://www.curseforge.com/minecraft/mc-mods/refined-storage-addons
6,Caelus API (Forge/NeoForge),62761666,https://www.curseforge.com/minecraft/mc-mods/caelus
6,OpenModsLib,65747711,https://www.curseforge.com/minecraft/mc-mods/openmodslib
6,Rhino,63651623,https://www.curseforge.com/minecraft/mc-mods/rhino
6,Forestry,64072285,https://www.curseforge.com/minecraft/mc-mods/forestry
6,Astral Sorcery,64202998,https://www.curseforge.com/minecraft/mc-mods/astral-sorcery
6,Kotlin for Forge,62427013,https://www.curseforge.com/minecraft/mc-mods/kotlin-for-forge
6,Tinkers' Tool Leveling,67162849,https://www.curseforge.com/minecraft/mc-mods/tinkers-tool-leveling
6,Compact Machines,65168900,https://www.curseforge.com/minecraft/mc-mods/compact-machines
6,Macaw's Doors,60876762,https://www.curseforge.com/minecraft/mc-mods/macaws-doors
6,KubeJS,59743057,https://www.curseforge.com/minecraft/mc-mods/kubejs
6,Client Tweaks,59402197,https://www.curseforge.com/minecraft/mc-mods/client-tweaks
6,Thermal Cultivation,63703584,https://www.curseforge.com/minecraft/mc-mods/thermal-cultivation
6,SuperMartijn642's Config Lib,62429703,https://www.curseforge.com/minecraft/mc-mods/supermartijn642s-config-lib
6,Waila Harvestability,58747185,https://www.curseforge.com/minecraft/mc-mods/waila-harvestability
6,GraveStone Mod,58160295,https://www.curseforge.com/minecraft/mc-mods/gravestone-mod
6,FTB Chunks (Forge),58382467,https://www.curseforge.com/minecraft/mc-mods/ftb-chunks-forge
6,Dynamic Surroundings,58149062,https://www.curseforge.com/minecraft/mc-mods/dynamic-surroundings
6,Redstone Arsenal,60935447,https://www.curseforge.com/minecraft/mc-mods/redstone-arsenal
6,Natura,58424045,https://www.curseforge.com/minecraft/mc-mods/natura
6,More Overlays,64597108,https://www.curseforge.com/minecraft/mc-mods/more-overlays
6,CoFH World,64354918,https://www.curseforge.com/minecraft/mc-mods/cofh-world
6,Thaumcraft,56482936,https://www.curseforge.com/minecraft/mc-mods/thaumcraft
6,FTB Backups (Forge),65575201,https://www.curseforge.com/minecraft/mc-mods/ftb-backups-forge
6,Macaw's Windows,56451667,https://www.curseforge.com/minecraft/mc-mods/macaws-windows
6,MmmMmmMmmMmm (Target Dummy),56774179,https://www.curseforge.com/minecraft/mc-mods/mmmmmmmmmmmm
6,WanionLib,60799638,https://www.curseforge.com/minecraft/mc-mods/wanionlib
6,The Lost Cities,55916871,https://www.curseforge.com/minecraft/mc-mods/the-lost-cities
6,Ranged Pumps,55122448,https://www.curseforge.com/minecraft/mc-mods/ranged-pumps
6,Elytra Slot (Fabric/Forge/Quilt),56298341,https://www.curseforge.com/minecraft/mc-mods/elytra-slot
6,MineColonies,54253732,https://www.curseforge.com/minecraft/mc-mods/minecolonies
6,CB Multipart,56859289,https://www.curseforge.com/minecraft/mc-mods/cb-multipart
6,B.A.S.E,61065797,https://www.curseforge.com/minecraft/mc-mods/base
6,Connectivity[Forge/Fabric],53838731,https://www.curseforge.com/minecraft/mc-mods/connectivity
6,Mowzie's Mobs,53382231,https://www.curseforge.com/minecraft/mc-mods/mowzies-mobs
6,Tesla Core Lib,59135937,https://www.curseforge.com/minecraft/mc-mods/tesla-core-lib
6,RFTools Power,57673601,https://www.curseforge.com/minecraft/mc-mods/rftools-power
6,Structure Gel API,58507966,https://www.curseforge.com/minecraft/mc-mods/structure-gel-api
6,Sophisticated Core,52445974,https://www.curseforge.com/minecraft/mc-mods/sophisticated-core
6,p455w0rd's Library,57433571,https://www.curseforge.com/minecraft/mc-mods/p455w0rds-library
6,Environmental Tech,56640668,https://www.curseforge.com/minecraft/mc-mods/environmental-tech
6,Spice of Life: Carrot Edition,52448418,https://www.curseforge.com/minecraft/mc-mods/spice-of-life-carrot-edition
6,AE2 Stuff,54042726,https://www.curseforge.com/minecraft/mc-mods/ae2-stuff
6,Macaw's Roofs,52317739,https://www.curseforge.com/minecraft/mc-mods/macaws-roofs
6,Iron Backpacks,52869992,https://www.curseforge.com/minecraft/mc-mods/iron-backpacks
6,Ars Nouveau,52089240,https://www.curseforge.com/minecraft/mc-mods/ars-nouveau
6,CC: Tweaked,51804584,https://www.curseforge.com/minecraft/mc-mods/cc-tweaked
6,Advanced Hook Launchers,51930700,https://www.curseforge.com/minecraft/mc-mods/advanced-hook-launchers
6,Alex's Mobs,68999350,https://www.curseforge.com/minecraft/mc-mods/alexs-mobs
6,Titanium,54882451,https://www.curseforge.com/minecraft/mc-mods/titanium
6,ModernFix,51465314,https://www.curseforge.com/minecraft/mc-mods/modernfix
6,Repurposed Structures (Neoforge/Forge),51201452,https://www.curseforge.com/minecraft/mc-mods/repurposed-structures
6,ProjectE,57402133,https://www.curseforge.com/minecraft/mc-mods/projecte
6,Artifacts,51486957,https://www.curseforge.com/minecraft/mc-mods/artifacts
6,TrashSlot,51090524,https://www.curseforge.com/minecraft/mc-mods/trashslot
6,Oculus,50871353,https://www.curseforge.com/minecraft/mc-mods/oculus
6,Iceberg [Neo/Forge],51008005,https://www.curseforge.com/minecraft/mc-mods/iceberg
6,UniDict,51915138,https://www.curseforge.com/minecraft/mc-mods/unidict
6,Serene Seasons,50857292,https://www.curseforge.com/minecraft/mc-mods/serene-seasons
6,Inventory HUD+,49662171,https://www.curseforge.com/minecraft/mc-mods/inventory-hud-forge
6,Blueprint,56256903,https://www.curseforge.com/minecraft/mc-mods/blueprint
6,Spartan Shields,49922163,https://www.curseforge.com/minecraft/mc-mods/spartan-shields
6,Bonsai Trees 3,49456217,https://www.curseforge.com/minecraft/mc-mods/bonsai-trees
6,MalisisCore,49491297,https://www.curseforge.com/minecraft/mc-mods/malisiscore
12,Xray Ultimate,49316572,https://www.curseforge.com/minecraft/texture-packs/xray-ultimate-1-11-compatible
6,JEI Integration,54757959,https://www.curseforge.com/minecraft/mc-mods/jei-integration
6,ShetiPhianCore,52388131,https://www.curseforge.com/minecraft/mc-mods/shetiphiancore
6,Simply Jetpacks 2,49204835,https://www.curseforge.com/minecraft/mc-mods/simply-jetpacks-2
6,Lootr (Forge & NeoForge),49389410,https://www.curseforge.com/minecraft/mc-mods/lootr
6,Decorative Blocks,49443133,https://www.curseforge.com/minecraft/mc-mods/decorative-blocks
6,Inventory Sorter,50766614,https://www.curseforge.com/minecraft/mc-mods/inventory-sorter
6,Macaw's Trapdoors,48486982,https://www.curseforge.com/minecraft/mc-mods/macaws-trapdoors
6,When Dungeons Arise - Forge!,48566964,https://www.curseforge.com/minecraft/mc-mods/when-dungeons-arise
6,Macaw's Fences and Walls,48736984,https://www.curseforge.com/minecraft/mc-mods/macaws-fences-and-walls
6,Security Craft,48593624,https://www.curseforge.com/minecraft/mc-mods/security-craft
6,MalisisDoors,50340228,https://www.curseforge.com/minecraft/mc-mods/malisisdoors
6,AmbientSounds 6,47269907,https://www.curseforge.com/minecraft/mc-mods/ambientsounds
6,Not Enough Animations,47160248,https://www.curseforge.com/minecraft/mc-mods/not-enough-animations
6,Random Things,47850168,https://www.curseforge.com/minecraft/mc-mods/random-things
6,PneumaticCraft: Repressurized,47354493,https://www.curseforge.com/minecraft/mc-mods/pneumaticcraft-repressurized
6,Tool Belt,46988238,https://www.curseforge.com/minecraft/mc-mods/tool-belt
6,Ding (Forge),47485362,https://www.curseforge.com/minecraft/mc-mods/ding
6,Corpse,47886719,https://www.curseforge.com/minecraft/mc-mods/corpse
6,OpenComputers,46748779,https://www.curseforge.com/minecraft/mc-mods/opencomputers
6,Oh The Biomes You'll Go,47108100,https://www.curseforge.com/minecraft/mc-mods/oh-the-biomes-youll-go
6,Simple Storage Network,53787776,https://www.curseforge.com/minecraft/mc-mods/simple-storage-network
6,TerraBlender (Forge),54711633,https://www.curseforge.com/minecraft/mc-mods/terrablender
6,TipTheScales,46149168,https://www.curseforge.com/minecraft/mc-mods/tipthescales
6,Immersive Petroleum,48052027,https://www.curseforge.com/minecraft/mc-mods/immersive-petroleum
6,Wither Skeleton Tweaks,45912067,https://www.curseforge.com/minecraft/mc-mods/wither-skeleton-tweaks
6,Iron Jetpacks,45592045,https://www.curseforge.com/minecraft/mc-mods/iron-jetpacks
6,XP Tome,45521684,https://www.curseforge.com/minecraft/mc-mods/xp-tome
6,Wireless Crafting Terminal,47163006,https://www.curseforge.com/minecraft/mc-mods/wireless-crafting-terminal
6,Chance Cubes,47264726,https://www.curseforge.com/minecraft/mc-mods/chance-cubes
6,MCMultiPart,48606849,https://www.curseforge.com/minecraft/mc-mods/mcmultipart
6,Ceramics,44858486,https://www.curseforge.com/minecraft/mc-mods/ceramics
6,Configured,44752314,https://www.curseforge.com/minecraft/mc-mods/configured
6,Create Crafts & Additions,45186738,https://www.curseforge.com/minecraft/mc-mods/createaddition
6,Trash Cans,46774967,https://www.curseforge.com/minecraft/mc-mods/trash-cans
6,Construction Wand,45501641,https://www.curseforge.com/minecraft/mc-mods/construction-wand
6,Decocraft,44690525,https://www.curseforge.com/minecraft/mc-mods/decocraft
6,Charm of Undying (Fabric/Forge/Quilt),45092312,https://www.curseforge.com/minecraft/mc-mods/charm-of-undying
6,YUNG's Better Dungeons (Forge),54662399,https://www.curseforge.com/minecraft/mc-mods/yungs-better-dungeons
6,Morph-o-Tool,43802577,https://www.curseforge.com/minecraft/mc-mods/morph-o-tool
6,Psi,45734279,https://www.curseforge.com/minecraft/mc-mods/psi
6,RFTools Base,43907611,https://www.curseforge.com/minecraft/mc-mods/rftools-base
6,Recurrent Complex,43477334,https://www.curseforge.com/minecraft/mc-mods/recurrent-complex
6,Rustic,43231733,https://www.curseforge.com/minecraft/mc-mods/rustic
6,Dungeon Crawl,43792267,https://www.curseforge.com/minecraft/mc-mods/dungeon-crawl
6,YUNG's Better Strongholds (Forge),52634834,https://www.curseforge.com/minecraft/mc-mods/yungs-better-strongholds
6,IvToolkit,48505168,https://www.curseforge.com/minecraft/mc-mods/ivtoolkit
6,Structurize,42020203,https://www.curseforge.com/minecraft/mc-mods/structurize
6,MysticalLib,46284758,https://www.curseforge.com/minecraft/mc-mods/mysticallib
6,Snad,42287352,https://www.curseforge.com/minecraft/mc-mods/snad
6,RFTools Dimensions,42027884,https://www.curseforge.com/minecraft/mc-mods/rftools-dimensions
6,ContentTweaker,41698203,https://www.curseforge.com/minecraft/mc-mods/contenttweaker
6,LunatriusCore,43323129,https://www.curseforge.com/minecraft/mc-mods/lunatriuscore
6,Project Red - Core,41456430,https://www.curseforge.com/minecraft/mc-mods/project-red-core
6,FindMe,42445904,https://www.curseforge.com/minecraft/mc-mods/findme
6,Sonar Core,44636970,https://www.curseforge.com/minecraft/mc-mods/sonar-core
6,Industrial Craft,43969045,https://www.curseforge.com/minecraft/mc-mods/industrial-craft
6,WorldEdit,41154138,https://www.curseforge.com/minecraft/mc-mods/worldedit
6,HammerLib,41115887,https://www.curseforge.com/minecraft/mc-mods/hammer-lib
6,Translocators 1.8.+,42317097,https://www.curseforge.com/minecraft/mc-mods/translocators-1-8
6,Guard Villagers,41050535,https://www.curseforge.com/minecraft/mc-mods/guard-villagers
6,Iron Furnaces,41638749,https://www.curseforge.com/minecraft/mc-mods/iron-furnaces
6,LibX,48235940,https://www.curseforge.com/minecraft/mc-mods/libx
6,Spartan Weaponry,40043023,https://www.curseforge.com/minecraft/mc-mods/spartan-weaponry
6,Just Enough Professions (JEP),40806053,https://www.curseforge.com/minecraft/mc-mods/just-enough-professions-jep
6,Buildcraft,40017252,https://www.curseforge.com/minecraft/mc-mods/buildcraft
6,Botany Pots,40447059,https://www.curseforge.com/minecraft/mc-mods/botany-pots
6,FTB Ultimine (Forge),43146626,https://www.curseforge.com/minecraft/mc-mods/ftb-ultimine-forge
6,Flywheel (Legacy),39599611,https://www.curseforge.com/minecraft/mc-mods/flywheel
6,FTB Essentials (Forge & Fabric),39663822,https://www.curseforge.com/minecraft/mc-mods/ftb-essentials
6,Chest Transporter,42252138,https://www.curseforge.com/minecraft/mc-mods/chest-transporter
6,Tips,41080635,https://www.curseforge.com/minecraft/mc-mods/tips
6,Runelic,48081892,https://www.curseforge.com/minecraft/mc-mods/runelic
6,Valhelsia Core,41278992,https://www.curseforge.com/minecraft/mc-mods/valhelsia-core
6,Project Red - Integration,39014707,https://www.curseforge.com/minecraft/mc-mods/project-red-integration
6,MPUtils,40875827,https://www.curseforge.com/minecraft/mc-mods/mputils
6,Cupboard,39311661,https://www.curseforge.com/minecraft/mc-mods/cupboard
6,Server Performance - Smooth Chunk Save[Forge/Fabric],39071086,https://www.curseforge.com/minecraft/mc-mods/smooth-chunk-save
6,Portal Gun,38772594,https://www.curseforge.com/minecraft/mc-mods/portal-gun
6,Nether's Delight,38542437,https://www.curseforge.com/minecraft/mc-mods/nethers-delight
6,Advanced Generators,38970681,https://www.curseforge.com/minecraft/mc-mods/advanced-generators
6,Chipped,43221917,https://www.curseforge.com/minecraft/mc-mods/chipped
6,Simply Light,39391181,https://www.curseforge.com/minecraft/mc-mods/simply-light
6,Kiwi 🥝 (Forge),38583868,https://www.curseforge.com/minecraft/mc-mods/kiwi
6,Modular Routers,39015164,https://www.curseforge.com/minecraft/mc-mods/modular-routers
6,Resourceful Lib,41698781,https://www.curseforge.com/minecraft/mc-mods/resourceful-lib
6,Skin Layers 3D (Fabric/Forge),37746727,https://www.curseforge.com/minecraft/mc-mods/skin-layers-3d
6,Phosphor (Forge),43927056,https://www.curseforge.com/minecraft/mc-mods/phosphor-forge
6,Waila,37625610,https://www.curseforge.com/minecraft/mc-mods/waila
6,FPS Reducer,38020980,https://www.curseforge.com/minecraft/mc-mods/fps-reducer
6,Sodium,39455944,https://www.curseforge.com/minecraft/mc-mods/sodium
